Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
Brazil,2024,March,Friday,Morning,Urban,Main Road,Windy,257.1202084712047,2,55,61+,Female,0.0488510218702913,1,Good,2,2,Moderate,3,3,52.19314502088512,8139.658572662874,Icy,Speeding,9,3764.783400789859,51050.30823073162,Asia,3682.5285176084776
Brazil,2005,January,Saturday,Evening,Rural,Highway,Snowy,120.98933889463883,2,31,41-60,Female,0.0068343019636003,1,Poor,2,2,Moderate,19,1,21.70676655277449,9286.71614772868,Snow-covered,Drunk Driving,2,16775.30886328072,13049.283912730389,Australia,727.1373550075765
Brazil,2011,September,Wednesday,Evening,Urban,Highway,Snowy,313.0050528441175,4,62,41-60,Female,0.11210940243932,1,Good,1,1,Minor,4,3,52.99590018503333,3789.451107001872,Icy,Speeding,5,30314.86863081444,88280.0187777363,Europe,4331.252311148619
Brazil,2002,July,Friday,Morning,Rural,Main Road,Clear,389.9631091062236,2,113,61+,Male,0.2421457199606678,1,Good,2,2,Severe,7,1,50.831775822838,672.2120207400566,Dry,Mechanical Failure,7,13889.91194277955,38186.899428626544,South America,3692.039805463292
Brazil,2012,September,Saturday,Evening,Rural,Main Road,Foggy,304.9974744133089,3,109,41-60,Male,0.1656072468217983,1,Moderate,0,0,Minor,10,2,19.87291773812578,6919.926807069687,Icy,Weather,0,38506.33145639831,40866.18185731424,Europe,917.8434310389054
Brazil,2009,July,Wednesday,Evening,Urban,Street,Clear,333.7098190289888,1,31,61+,Female,0.050602735937196,1,Poor,2,1,Minor,19,1,33.546539668487085,5723.144145934039,Wet,Speeding,2,14939.57169373743,67285.38676417942,Europe,305.581258717748
Brazil,2006,February,Friday,Afternoon,Rural,Main Road,Snowy,224.02032960396497,1,105,61+,Female,0.2004702983432489,1,Moderate,1,1,Severe,5,2,11.879417006348142,4170.37346030806,Snow-covered,Distracted Driving,7,37789.086686429335,37674.30902055563,Australia,3098.350544509786
Brazil,2022,September,Friday,Evening,Rural,Highway,Snowy,177.11952149751443,1,87,61+,Male,0.0546141502041693,0,Poor,0,0,Minor,6,4,21.494244285753208,9777.282731530197,Dry,Drunk Driving,4,1461.4914801125435,69890.22110811668,South America,2962.563306916675
Brazil,2014,February,Tuesday,Night,Rural,Highway,Windy,117.46404326703689,3,87,61+,Female,0.1798926350922034,0,Moderate,2,2,Severe,14,4,43.872183850625454,1155.470820296147,Snow-covered,Drunk Driving,2,34834.31868446323,23791.98125925855,North America,3728.127130531342
Brazil,2021,June,Thursday,Morning,Urban,Highway,Clear,124.08541461332436,3,107,41-60,Male,0.1208420936239051,1,Moderate,0,1,Minor,3,3,58.80689506548863,2602.388576402267,Dry,Speeding,4,35804.53697544337,59464.14982073256,Europe,4518.01526042953
Brazil,2017,October,Sunday,Evening,Rural,Main Road,Snowy,97.17423384712386,2,118,18-25,Male,0.0008234511603953,0,Moderate,0,0,Minor,11,1,40.80904939257847,6408.30695313733,Dry,Distracted Driving,6,20454.030497865617,85921.18899891843,Australia,4063.613048224912
Brazil,2006,April,Thursday,Afternoon,Rural,Main Road,Foggy,496.4639160829024,4,96,41-60,Female,0.1396894345897849,0,Good,1,1,Severe,2,0,42.47672851678373,2984.257752938565,Icy,Drunk Driving,5,49971.64911105455,85320.46157065377,North America,3585.5004083378085
Brazil,2021,February,Sunday,Evening,Rural,Highway,Clear,374.0503276789993,3,80,26-40,Female,0.2038169962794415,1,Poor,2,0,Severe,5,0,25.03610564737499,1974.874086417964,Snow-covered,Drunk Driving,2,11284.702805636329,38159.826895406375,South America,2007.5756140273616
Brazil,2019,May,Wednesday,Evening,Urban,Highway,Foggy,428.1407008486706,3,40,41-60,Female,0.0998248735909392,1,Poor,2,1,Moderate,6,2,16.77221376053548,4849.7152271583,Wet,Distracted Driving,6,11318.362896285207,55113.2185427252,Australia,3316.710293128355
Brazil,2010,October,Sunday,Night,Urban,Main Road,Foggy,283.5583063813717,4,81,61+,Male,0.0078422061279014,0,Good,0,0,Severe,12,0,14.822979411148609,4139.216953841442,Snow-covered,Distracted Driving,2,23976.01091483214,76838.5434831446,Europe,4521.625907989715
Brazil,2017,November,Monday,Morning,Urban,Highway,Windy,235.07717964079472,2,84,18-25,Female,0.0476069771682441,0,Poor,1,1,Moderate,5,1,26.09859663495259,6841.60963526966,Snow-covered,Weather,2,17810.4459103125,77894.65428030591,North America,875.0400456513378
Brazil,2011,July,Thursday,Morning,Urban,Highway,Snowy,378.58798019857386,3,86,41-60,Female,0.0297192633721556,0,Poor,2,2,Minor,10,0,55.88545330640907,317.85523421073174,Wet,Drunk Driving,8,49533.97506748213,60842.304777707686,North America,214.624994719316
Brazil,2020,September,Wednesday,Night,Urban,Main Road,Snowy,481.6544659709073,3,45,61+,Male,0.0461713900399748,0,Poor,2,1,Minor,9,0,34.3173802473768,3491.730388394722,Dry,Drunk Driving,8,25710.722994169373,78320.6883078359,North America,2640.6163965903
Brazil,2012,August,Friday,Night,Rural,Street,Clear,445.53860853082256,3,46,<18,Female,0.0070608330264442,0,Poor,0,1,Moderate,8,3,55.29453234768926,4366.287335739013,Icy,Weather,6,1065.1025859707945,26798.845607046904,Australia,4214.949226770265
Brazil,2022,March,Saturday,Afternoon,Urban,Street,Clear,286.43417522709893,3,54,41-60,Female,0.0300839010071371,0,Good,2,2,Severe,0,3,30.66739182791576,8698.60033804838,Icy,Distracted Driving,4,13376.218047149485,11492.413417606513,South America,398.8934134831865
Brazil,2019,September,Monday,Evening,Urban,Main Road,Rainy,328.95585363920395,3,83,61+,Male,0.0626184943126859,1,Moderate,2,1,Severe,14,3,37.043530512195375,4200.059423314382,Snow-covered,Distracted Driving,2,43580.615105858014,10084.81601064496,North America,951.750856537299
Brazil,2023,April,Monday,Evening,Rural,Street,Foggy,141.36318776916596,3,98,18-25,Female,0.1103465678117605,0,Moderate,0,0,Severe,11,1,22.35194765577061,5096.432140743417,Snow-covered,Weather,5,25895.24432247557,34306.25474318793,Asia,283.2229447916061
Brazil,2020,September,Monday,Morning,Rural,Highway,Rainy,318.9645028861062,2,101,18-25,Male,0.0363994001674041,1,Poor,0,2,Minor,10,0,51.89463304028663,6112.133995545875,Icy,Drunk Driving,2,39123.22190795654,2368.2477805946723,Europe,3263.09891311774
Brazil,2009,April,Saturday,Night,Rural,Main Road,Snowy,434.69986083571774,1,44,26-40,Female,0.1425918107137952,0,Moderate,2,0,Moderate,18,3,31.44402809755221,3943.286625648055,Icy,Distracted Driving,7,48019.68616023039,94150.1750126289,Europe,584.6599256543535
Brazil,2009,October,Monday,Evening,Rural,Highway,Clear,283.05541309530486,3,91,41-60,Female,0.2154633964314499,0,Moderate,2,2,Minor,9,0,7.582070644474572,8161.953689740247,Icy,Mechanical Failure,3,30410.154823840432,31814.391397796822,South America,1830.72935270095
Brazil,2008,November,Monday,Evening,Rural,Highway,Clear,341.7151787205578,4,87,<18,Male,0.1194846078007924,1,Moderate,1,0,Minor,10,0,10.50165651257145,297.81651748875413,Icy,Mechanical Failure,2,15112.941389226677,34887.7458497321,South America,4186.645804251568
Brazil,2005,November,Thursday,Morning,Rural,Main Road,Foggy,113.85589359286186,4,50,<18,Male,0.0950177459320044,0,Moderate,2,0,Severe,7,3,40.72580098359605,6822.399297815768,Wet,Drunk Driving,4,32019.237063387827,44231.20593100419,Europe,3925.559945705263
Brazil,2004,October,Sunday,Evening,Rural,Highway,Clear,72.15498070379323,2,55,<18,Male,0.0398083939052712,0,Good,0,1,Minor,19,3,37.107876158259046,5355.649601001133,Icy,Speeding,8,4128.687176192583,68695.04159693513,North America,2720.8111970928685
Brazil,2012,October,Monday,Evening,Rural,Highway,Foggy,452.6031709168562,3,65,26-40,Female,0.2483887756121279,0,Poor,1,1,Moderate,9,3,16.911358909206356,4539.560098615036,Wet,Drunk Driving,8,5183.9440459473935,5128.264497231588,Europe,2357.8746006635074
Brazil,2011,March,Friday,Night,Urban,Highway,Snowy,187.30291620009783,4,106,41-60,Male,0.2087118214617879,0,Moderate,0,2,Severe,4,1,57.29252448555729,735.1176727431139,Snow-covered,Weather,4,38273.14610863627,5011.165415736527,South America,1032.7961093091565
Brazil,2000,December,Monday,Morning,Rural,Street,Snowy,381.5866830204161,3,89,61+,Female,0.0267796036755126,0,Good,1,1,Minor,7,4,24.01259529671885,2430.260682868673,Wet,Distracted Driving,9,39991.726792762776,14822.24515532487,Asia,1626.611485575486
Brazil,2007,April,Sunday,Night,Rural,Street,Clear,344.256584503126,3,62,26-40,Male,0.0333447263707299,0,Poor,2,0,Minor,7,1,33.096747693735,5285.347612985834,Snow-covered,Mechanical Failure,8,34365.50006501567,90429.32281637774,Australia,1945.8878543006028
Brazil,2003,December,Wednesday,Morning,Urban,Main Road,Foggy,202.29582340079227,3,38,26-40,Male,0.1988602827767623,1,Poor,0,0,Severe,15,1,14.102852910581245,4879.611113367052,Wet,Speeding,5,25632.82603674,18162.646232875675,Australia,2365.825633321991
Brazil,2023,June,Friday,Morning,Rural,Highway,Snowy,473.8275231357338,2,81,18-25,Female,0.1088405710645722,0,Poor,0,0,Severe,6,2,36.10618940109708,9958.245186307258,Snow-covered,Mechanical Failure,9,1177.2227858319598,67628.15591038279,Europe,3910.706514942116
Brazil,2014,July,Sunday,Evening,Urban,Main Road,Clear,314.8732142862,3,91,26-40,Male,0.1638528565244981,0,Poor,0,2,Moderate,15,4,48.00663830629102,1483.4312244797104,Icy,Drunk Driving,5,39307.29778037366,34193.25642706583,South America,4890.160462534354
Brazil,2018,July,Saturday,Evening,Rural,Main Road,Snowy,88.34577247402805,2,75,<18,Female,0.0148667654114963,1,Moderate,1,0,Moderate,10,2,38.468046029298186,7354.671868523889,Snow-covered,Mechanical Failure,4,7422.623217182046,55187.41382337767,South America,1893.467096680307
Brazil,2017,September,Sunday,Afternoon,Urban,Highway,Rainy,368.9618064455954,4,107,61+,Male,0.0364036158672678,0,Good,2,1,Severe,13,0,37.65589897621436,2253.064406129791,Snow-covered,Speeding,7,35210.80153474255,49343.46325805971,South America,4582.297606339683
Brazil,2015,April,Saturday,Morning,Rural,Main Road,Foggy,82.65754671702732,2,45,18-25,Male,0.0100006904382573,0,Poor,2,2,Minor,16,4,18.294640769795727,4385.916819296829,Dry,Weather,2,42333.73597750406,73350.6259924177,Asia,853.3986845333571
Brazil,2010,March,Sunday,Evening,Rural,Highway,Windy,351.91706039874225,3,58,41-60,Female,0.129325535954925,0,Moderate,1,2,Moderate,17,4,45.77677426015399,4032.591476889109,Snow-covered,Weather,7,39160.09551437822,59086.722637108775,North America,3281.637240641738
Brazil,2024,November,Friday,Afternoon,Rural,Street,Foggy,243.1582552349323,4,110,26-40,Female,0.2483260466863734,1,Poor,1,1,Severe,11,3,33.12017574955343,9013.927910292632,Wet,Mechanical Failure,1,39362.91013869949,4345.748032336607,Asia,685.1358372351592
Brazil,2008,June,Sunday,Evening,Urban,Street,Clear,80.39660667739831,1,97,18-25,Female,0.1964605412576152,1,Poor,1,0,Minor,2,3,59.090868244070506,9123.66361586108,Wet,Speeding,7,9676.260014997237,77230.08791708264,Europe,1483.5163636291954
Brazil,2019,September,Friday,Night,Urban,Highway,Snowy,407.7578901138336,4,85,<18,Female,0.0277225553847878,1,Moderate,0,2,Minor,5,3,44.7279240593783,4654.696276657823,Icy,Distracted Driving,7,41677.67332474855,45602.78263845984,Asia,2145.3485043774035
Brazil,2018,August,Saturday,Evening,Rural,Street,Snowy,343.98016003149235,4,118,41-60,Female,0.161524800803626,1,Good,0,2,Moderate,10,4,55.84018108750016,8022.51870849539,Wet,Weather,4,8256.256139534133,58670.60075418303,Australia,3125.816303924046
Brazil,2003,May,Tuesday,Evening,Urban,Street,Foggy,227.88101595425636,4,35,18-25,Female,0.0205221032707102,1,Poor,1,0,Moderate,16,2,28.960540582649635,2841.89285176091,Icy,Distracted Driving,6,15523.225285911296,91351.81505948806,Europe,2968.627455819373
Brazil,2009,September,Monday,Afternoon,Urban,Main Road,Windy,370.66799797307664,1,108,<18,Female,0.0432737217443597,0,Good,2,1,Minor,8,0,56.273834628012025,2551.543024623112,Dry,Weather,3,20970.319333917225,20252.72000968396,Asia,4352.999501494745
Brazil,2017,June,Thursday,Evening,Rural,Highway,Foggy,281.69266468680803,1,113,<18,Female,0.0187257276119617,0,Good,1,1,Moderate,14,1,41.613644121683926,9436.891861527669,Wet,Drunk Driving,2,25145.15584071104,33901.75048359466,Europe,4115.457377253943
Brazil,2003,August,Wednesday,Afternoon,Rural,Street,Clear,131.39300927631444,1,95,26-40,Female,0.1122836571410048,1,Moderate,0,1,Moderate,7,1,21.438073975381343,3741.784469224108,Snow-covered,Distracted Driving,0,33949.14067918708,29653.664125869014,North America,2708.572367006887
Brazil,2004,December,Sunday,Afternoon,Rural,Main Road,Snowy,180.30259865118236,3,46,<18,Female,0.0091279536922603,1,Moderate,1,2,Moderate,0,0,11.09008799763706,8655.54687582776,Icy,Mechanical Failure,5,39355.60195058526,35163.69497537565,Australia,3100.403663209569
Brazil,2000,November,Sunday,Night,Rural,Highway,Windy,496.8975798149172,1,40,<18,Male,0.0460381697363,0,Moderate,1,1,Minor,13,2,22.209154425217665,2751.5452182241665,Snow-covered,Distracted Driving,9,29179.140596846435,79395.26136219573,Australia,4255.7523544187015
Brazil,2006,November,Saturday,Evening,Urban,Main Road,Foggy,110.67478753699667,1,86,26-40,Female,0.203258462036174,0,Good,0,1,Minor,1,2,15.877442845602197,7012.965160262279,Icy,Mechanical Failure,8,43779.08225842784,30437.72188574472,Europe,3627.132058154025
Brazil,2019,November,Wednesday,Night,Urban,Street,Clear,489.9543232455752,2,109,18-25,Male,0.2201067108974974,1,Moderate,0,0,Minor,18,2,53.41075663729277,6810.537627491138,Icy,Speeding,3,41173.975594102616,54722.01221882662,South America,91.02271275652562
Brazil,2005,July,Tuesday,Evening,Rural,Main Road,Rainy,145.15826704060964,4,86,<18,Male,0.1066796945638613,0,Poor,2,2,Severe,9,3,29.16959405123601,194.3448910580468,Dry,Mechanical Failure,4,23625.387703845685,17210.232722267538,South America,24.61767393757966
Brazil,2006,April,Saturday,Afternoon,Rural,Street,Windy,142.27384728454706,1,39,18-25,Female,0.0277959006833743,1,Moderate,0,1,Severe,8,4,50.604826751752654,6163.77824031852,Wet,Distracted Driving,7,49674.42311412347,71965.64823391233,South America,3251.6392442935867
Brazil,2009,July,Thursday,Morning,Urban,Main Road,Clear,222.3488767829816,3,41,18-25,Female,0.0950202868009766,0,Good,1,1,Moderate,6,1,28.84057874242161,8585.11831530536,Dry,Distracted Driving,6,48179.93157960356,1041.881083031299,Europe,4142.655670573036
Brazil,2015,October,Wednesday,Evening,Rural,Highway,Clear,59.14504140984147,4,110,41-60,Male,0.1094733707491351,0,Moderate,2,0,Moderate,5,4,20.329106726342523,5588.506611994668,Icy,Distracted Driving,9,27462.0498273657,37976.7446681758,North America,535.1143454803056
Brazil,2008,August,Thursday,Morning,Rural,Main Road,Rainy,490.8804136029638,1,35,18-25,Male,0.0216210381827338,0,Good,0,0,Minor,5,2,12.858738745564526,4277.118034353427,Wet,Mechanical Failure,9,23152.337478619746,66210.92723501823,Australia,4201.245343681534
Brazil,2006,July,Monday,Afternoon,Urban,Street,Snowy,75.63001675012198,1,76,61+,Male,0.0474430453333235,0,Good,1,2,Severe,16,1,42.35599857896437,2309.7251264978413,Wet,Distracted Driving,7,15690.522223399748,2726.395670141851,South America,1024.3331230871584
Brazil,2019,August,Wednesday,Afternoon,Urban,Highway,Snowy,442.89005482047486,4,90,<18,Female,0.0303698757448061,0,Good,2,1,Minor,1,2,47.302021925543286,1558.1419164615877,Snow-covered,Weather,4,20064.14686292917,25708.198065520915,Europe,2725.8125713397985
Brazil,2008,January,Sunday,Night,Rural,Highway,Foggy,233.21780618586592,2,100,41-60,Male,0.0903565998759909,0,Moderate,2,0,Severe,4,3,20.77719690663149,7229.450274174116,Snow-covered,Distracted Driving,7,48398.71484737014,20545.70922251947,Asia,461.92245174051385
Brazil,2014,September,Thursday,Morning,Urban,Street,Snowy,262.8173402780667,1,65,18-25,Male,0.0142360947764691,1,Good,2,2,Severe,7,4,40.17858701240144,9529.873860059995,Snow-covered,Drunk Driving,9,21280.790174130125,45618.11235367862,Asia,3323.6612096027666
Brazil,2017,February,Monday,Evening,Urban,Street,Clear,378.5459277338813,1,57,61+,Female,0.1902874108638513,1,Moderate,1,1,Severe,9,0,12.314646679628208,3038.7586771073,Dry,Drunk Driving,2,44099.15552357047,1864.256757202575,North America,4296.111546050896
Brazil,2015,May,Wednesday,Evening,Urban,Main Road,Windy,312.6751802636486,1,94,41-60,Female,0.1810448175717421,1,Good,2,2,Minor,16,4,47.13784945453103,4673.829656211782,Icy,Distracted Driving,8,12707.0939336488,21462.380618873118,North America,394.8691598927234
Brazil,2020,June,Monday,Evening,Rural,Main Road,Foggy,307.0713439940152,4,96,26-40,Male,0.0228757483997385,0,Moderate,2,2,Minor,9,1,50.67432417021707,8800.437446663185,Snow-covered,Weather,0,26574.35325296203,6127.321769458565,Europe,2700.5319030027194
Brazil,2004,February,Monday,Afternoon,Urban,Main Road,Windy,319.649223593843,1,48,18-25,Female,0.2243454544615854,0,Good,1,0,Severe,5,1,34.22785025708677,1562.2684770266617,Dry,Distracted Driving,7,20465.158885928788,69571.655253044,Asia,2637.0816995997307
Brazil,2007,November,Thursday,Morning,Rural,Highway,Rainy,389.3345049522224,3,61,<18,Female,0.2471095712510139,0,Poor,2,1,Minor,5,3,12.20233689000535,5695.875356759953,Dry,Mechanical Failure,6,23727.86799710565,1176.7221071468537,North America,195.59757043753663
Brazil,2019,February,Friday,Evening,Urban,Highway,Snowy,235.18904521955724,3,90,41-60,Female,0.2099863955872784,1,Moderate,1,1,Minor,12,0,41.37288687625615,5229.37730675682,Wet,Distracted Driving,0,11748.486080118098,49138.66108377332,Asia,3783.422718453097
Brazil,2018,November,Thursday,Night,Urban,Street,Snowy,50.4271807132054,1,119,61+,Male,0.0873800214973554,0,Moderate,1,1,Minor,12,1,30.75981394278608,142.835849977033,Icy,Mechanical Failure,3,11212.487359523324,12652.92238760182,Australia,2839.150318289468
Brazil,2001,November,Wednesday,Night,Rural,Street,Snowy,214.7255607916916,4,113,61+,Male,0.0445849340152765,0,Poor,2,1,Moderate,12,3,20.54730511424833,8748.847568212166,Wet,Speeding,0,7110.939567340174,6941.138542787398,South America,4985.8617669142
Brazil,2008,April,Thursday,Morning,Urban,Highway,Foggy,293.3782066714035,3,112,41-60,Female,0.0416535295549035,1,Good,0,1,Minor,1,4,35.058787135106684,2243.3049827578125,Icy,Distracted Driving,2,1092.4668116976477,1572.810672667886,North America,529.7279826823215
Brazil,2012,April,Sunday,Evening,Urban,Highway,Foggy,456.54294044690914,2,107,26-40,Female,0.0086506953708789,1,Good,1,0,Minor,3,4,35.289316073709045,8497.783826305917,Dry,Weather,9,49743.35998484733,1707.9825009389597,Asia,3309.3387785984773
Brazil,2022,March,Thursday,Evening,Rural,Street,Snowy,465.0594397973457,4,105,41-60,Female,0.0562091045191211,1,Good,0,1,Minor,18,0,43.699637525306336,9126.449949370732,Wet,Drunk Driving,6,2549.7272023737446,49259.2668733631,South America,2209.587703382076
Brazil,2021,August,Thursday,Night,Urban,Street,Clear,90.93317107031385,4,118,61+,Female,0.1912786998394604,1,Good,1,1,Moderate,4,2,17.576472604394827,5391.734195563235,Snow-covered,Distracted Driving,2,8414.770575831877,85613.4570178439,South America,1186.1518299625152
Brazil,2024,August,Friday,Afternoon,Rural,Street,Foggy,182.6603033048236,4,87,61+,Female,0.2427020323632323,0,Good,2,1,Minor,4,4,24.54149429173389,7317.872740297198,Wet,Distracted Driving,2,29216.59177995454,26279.968962119478,South America,3904.7417830963736
Brazil,2020,March,Saturday,Evening,Urban,Street,Rainy,167.08038923777124,3,89,26-40,Male,0.24201699900096,1,Moderate,1,1,Minor,6,2,35.77349598314463,5730.05463483665,Icy,Weather,7,2168.4002097128773,40462.48595723664,South America,1423.4585771850343
Brazil,2015,October,Tuesday,Night,Urban,Main Road,Foggy,259.93169048430553,1,67,26-40,Female,0.083680845097084,1,Good,2,2,Moderate,16,0,39.28092262310264,8344.286053141108,Icy,Distracted Driving,1,41029.25085408877,28904.562544621225,Asia,4479.60953392746
Brazil,2017,April,Saturday,Evening,Rural,Main Road,Clear,448.05095034968497,3,59,18-25,Female,0.1354438591526741,0,Poor,2,2,Severe,5,2,59.58041699478356,9994.670332425634,Dry,Mechanical Failure,4,49983.12395630306,97389.43040075002,South America,390.229900481199
Brazil,2015,December,Monday,Night,Rural,Street,Clear,293.5556861750258,1,79,61+,Female,0.0319642275211617,1,Good,1,1,Moderate,2,3,11.606629031387085,6669.587225202167,Icy,Drunk Driving,3,46079.56968903764,99461.11321758848,Australia,2877.151423464769
Brazil,2012,March,Wednesday,Evening,Rural,Street,Windy,315.7215137296278,3,37,18-25,Male,0.2134933964596355,0,Good,1,0,Severe,12,4,36.64001011497059,8886.568610058548,Icy,Weather,3,7603.94129110479,34734.81719108201,Europe,2977.125009644464
Brazil,2016,May,Thursday,Evening,Urban,Highway,Clear,339.2960995535103,1,96,26-40,Female,0.151034432736851,1,Good,1,0,Minor,6,3,18.823927096034936,9918.39951207144,Icy,Speeding,0,32649.46484118839,45225.16065800381,Europe,1708.0353797569949
Brazil,2004,February,Wednesday,Night,Urban,Highway,Foggy,225.7832938462196,2,40,26-40,Female,0.1917288617284698,0,Poor,2,1,Severe,9,1,39.47264485027655,8392.316924000344,Snow-covered,Mechanical Failure,7,24144.72394382733,12016.969361762349,Asia,3987.6510013804514
Brazil,2003,November,Thursday,Morning,Urban,Main Road,Windy,277.6628443520645,3,100,18-25,Female,0.0104439139165305,0,Moderate,0,1,Moderate,17,2,33.98673531058344,3268.875308568688,Icy,Drunk Driving,4,28242.452233807016,40017.94809191416,South America,2407.2780213952224
Brazil,2000,March,Friday,Morning,Rural,Main Road,Windy,431.84334807360256,2,45,<18,Female,0.1255856036482399,1,Poor,1,1,Moderate,17,4,24.34247777774251,1537.3738096750278,Snow-covered,Drunk Driving,6,39761.60674653925,23798.64768458616,Australia,1176.023595157665
Brazil,2015,June,Wednesday,Evening,Urban,Highway,Rainy,203.12257408826576,4,40,41-60,Male,0.1373368898421234,0,Moderate,1,1,Severe,5,2,6.625395472257852,7184.545349200253,Icy,Speeding,4,34156.71083677036,53518.91653794535,Australia,1278.1598323463977
Brazil,2005,February,Saturday,Morning,Urban,Highway,Clear,296.21583614194446,4,45,61+,Male,0.2408761766417607,1,Good,0,0,Severe,10,0,11.042757962784206,4430.4279570939925,Snow-covered,Distracted Driving,8,25586.157136503098,93729.77109459032,South America,4545.240212772849
Brazil,2001,March,Wednesday,Afternoon,Urban,Street,Snowy,157.42395241526918,3,102,61+,Male,0.00413136422646,0,Good,1,2,Minor,9,4,6.206648575418385,5182.434322262597,Icy,Drunk Driving,1,25828.619852914027,72959.4148122844,South America,1131.1656117060625
Brazil,2016,August,Tuesday,Afternoon,Urban,Street,Snowy,169.85007304600106,1,51,18-25,Male,0.1099893951308226,0,Poor,2,1,Moderate,4,4,5.841488477364953,8511.451790673638,Wet,Mechanical Failure,7,33616.636935699826,35024.26492884877,South America,2748.031482698836
Brazil,2003,May,Sunday,Evening,Urban,Highway,Foggy,220.23235376469844,1,35,18-25,Male,0.1790119382913571,0,Moderate,1,2,Severe,16,3,32.33988323280748,5993.746717445448,Snow-covered,Speeding,2,39341.68032634909,87766.90111963483,South America,4265.680413597042
Brazil,2013,November,Sunday,Afternoon,Urban,Highway,Windy,251.91798094897555,2,69,41-60,Female,0.2389859511072094,0,Poor,2,1,Moderate,7,4,39.64260569708373,8962.832884749223,Dry,Drunk Driving,9,48921.45426430951,35928.82723225581,South America,3945.671763789917
Brazil,2012,October,Sunday,Night,Rural,Main Road,Snowy,393.4247581385706,3,70,61+,Female,0.1530490844656482,1,Poor,1,2,Moderate,14,3,12.300060209386189,2668.852775582756,Dry,Distracted Driving,1,29024.314171277056,19533.82846402716,Asia,2552.7042801521725
Brazil,2002,March,Thursday,Morning,Urban,Main Road,Windy,177.62805677121094,1,112,61+,Female,0.1686221893100931,1,Poor,1,2,Severe,4,4,25.69210006110065,7142.725572584932,Dry,Distracted Driving,7,41105.26138943101,27736.18457067297,Europe,2658.665763192772
Brazil,2002,December,Monday,Evening,Urban,Main Road,Rainy,415.60462387593526,4,101,26-40,Female,0.2185294721909476,1,Good,1,2,Minor,10,3,18.185287710441155,4164.187382353546,Wet,Drunk Driving,2,11436.01517779153,47178.34255774241,South America,4396.074811350137
Brazil,2008,February,Sunday,Evening,Rural,Street,Foggy,420.2367945529316,2,41,18-25,Female,0.0113294360063629,0,Good,0,1,Severe,2,1,51.62327824825324,3363.242019932835,Dry,Weather,7,41522.87475972946,66962.61711216108,Asia,588.8397453112492
Brazil,2021,September,Friday,Evening,Rural,Street,Clear,129.81258116471452,3,109,41-60,Female,0.2140647766688973,0,Poor,2,0,Moderate,14,4,21.79309526200003,4899.363411334262,Snow-covered,Mechanical Failure,6,37418.12970865324,39609.39463291881,Australia,1162.8849759847203
Brazil,2015,June,Monday,Evening,Urban,Highway,Clear,334.2668331508456,3,78,18-25,Female,0.2260741976093016,1,Good,1,0,Minor,2,0,46.87475876533756,1488.5657208470238,Dry,Mechanical Failure,9,34050.85153071829,78363.9008718517,South America,1753.3520934915905
Brazil,2011,March,Tuesday,Night,Urban,Main Road,Snowy,144.80673093530137,1,44,61+,Female,0.2306884144543022,1,Good,1,2,Minor,19,2,11.514620772163507,6157.515122093117,Snow-covered,Weather,9,13871.756159873265,24425.738075381523,Europe,2058.136599777866
Brazil,2021,December,Saturday,Night,Rural,Highway,Windy,122.78795892590026,3,33,<18,Male,0.0931907631259982,1,Good,1,1,Moderate,14,3,26.71797402340925,5365.756716377453,Wet,Drunk Driving,2,43110.87803523324,69128.05445074699,Europe,4000.891505284581
Brazil,2017,June,Tuesday,Morning,Urban,Street,Foggy,63.611579395050576,4,116,<18,Male,0.0114268873628291,0,Poor,0,1,Minor,14,1,23.26756437413365,5234.7831501436485,Wet,Mechanical Failure,4,1456.28737724012,74954.85564336117,South America,4652.416666913528
Brazil,2020,July,Wednesday,Night,Urban,Highway,Clear,190.63164172889185,4,46,<18,Male,0.2114587030191156,0,Poor,1,0,Severe,15,0,46.8477467182686,4301.446657727322,Dry,Speeding,5,6819.687702194251,82206.93633639945,Europe,2312.5286965085197
Brazil,2014,August,Friday,Evening,Urban,Main Road,Foggy,351.8255055449628,1,97,26-40,Female,0.11033512660908,1,Poor,1,0,Severe,16,4,8.788281332691913,9570.949645254525,Icy,Drunk Driving,8,42675.520833202216,66643.09880183107,Europe,3741.413727183699
Brazil,2022,May,Monday,Night,Rural,Highway,Foggy,409.3239254097514,3,81,61+,Male,0.0298730972575224,0,Moderate,2,0,Moderate,0,0,17.1496717422175,494.1026901443528,Dry,Distracted Driving,3,20127.78511421445,45490.42515093345,Australia,1361.8896051379784
Brazil,2012,September,Sunday,Afternoon,Rural,Main Road,Windy,220.244158433806,3,83,61+,Male,0.248738181774773,0,Good,0,0,Severe,12,2,34.92125432314148,9332.739967729998,Icy,Distracted Driving,6,2110.7367844322134,38991.818490949714,Europe,2253.0926698157136
